Gender,first_name,last_name,Grade
Female,Angelique,Clemence,14
Female,Shelby,Measures,18
Male,Fair,Licari,18
Female,Benedikta,Humbell,19
Male,Udell,Gedney,16
Female,Audra,Ivanyukov,14
Female,Harriet,Charker,16
Female,Katharyn,Kilshall,17
Female,Tally,Hobble,14
Male,Andras,Summerson,11
Female,Angelika,Miche,14
Male,Addy,Arlett,20
Female,Myca,Nacey,11
Male,Sly,Strawbridge,15
Male,Townie,Summerlad,18
Male,Chevalier,Rillett,12
Male,Ulises,Wipfler,10
Male,Beltran,Fawdery,16
Male,Lucy,Node,19
Female,Catherine,Tomeo,12
Female,Gilda,Astbury,18
Female,Lucina,Armstead,19
Male,Wallache,Slatter,14
Male,Orin,Rowlett,15
Female,Cloris,Mangan,19
Female,Pincus,Audley,10
Female,Tammara,Slocket,15
Female,Carly,Lewsie,15
Female,Chickie,Tollit,14
Male,Wayne,Calender,13
Female,Dara,Meaney,13
Male,Raphael,Spores,16
Male,Gayler,Hurle,18
Female,Flor,Devinn,10
Male,Onfre,Kimpton,19
Female,Babbette,Cheshir,19
Male,Noble,Surr,19
Female,Byrle,Aubray,10
Female,Milka,Simmonds,14
Female,Othelia,Woodison,12
Female,Barby,Crammy,15
Female,Cherilynn,Drust,10
Female,Gianna,Danielou,20
Male,Larry,Sterte,18
Male,Godfree,Robbey,10
Male,Janek,Brambley,13
Male,Ario,Pentycross,14
Male,Abbott,Tiesman,18
Female,Demeter,Kelner,16
Female,Selene,Herculeson,16
Male,Burgess,Krause,13
Female,Lianna,Kybert,16
Male,Travis,Bazely,20
Male,Culley,Averill,11
Male,Christos,Tune,20
Female,Aubrey,Abbie,16
Female,Denise,Canero,16
Female,Inna,Kopfen,16
Male,Felix,Idenden,18
Male,Fredric,Rhucroft,12
Male,Wallache,Boik,16
Male,Wang,McGillacoell,17
Female,Kerry,Rikkard,15
Male,Jermaine,Pavlov,15
Female,Charisse,Tristram,10
Female,Marybeth,Mundie,20
Male,Teodoor,Garvie,18
Female,Annmaria,Haylett,13
Female,Dorena,Gaylord,13
Male,Bastien,Cristofolo,10
Female,Winnifred,Seamark,18
Female,Sherill,Balding,11
Male,Ingamar,Plain,19
Female,Pippy,Perree,17
Female,Ingaborg,Dhillon,17
Female,Neila,Silkstone,19
Male,Kendall,Hansod,10
Male,Broderick,Van den Dael,10
Male,Wye,Edworthie,12
Male,Blythe,Hannam,12
Female,Marthe,Gurry,10
Female,Dael,Goatcher,20
Female,Edeline,de Zamora,11
Female,Maxine,Cummins,19
Female,Mercie,Henken,15
Male,Merci,Wetherhead,19
